latitude,longitude,CCTV대수
37.6061,127.025,1
37.6061,127.025,1
37.6061,127.0255,1
37.6061,127.0255,1
37.6061,127.0255,1
37.6096,127.0269,1
37.6096,127.0269,1
37.6096,127.0269,1
37.6091,127.0261,1
37.6091,127.0261,1
37.6091,127.0261,1
37.6089,127.0251,1
37.6089,127.0251,1
37.6089,127.0251,1
37.6084,127.024,1
37.6122,127.0384,1
37.6122,127.0384,1
37.6122,127.0384,1
37.6087,127.0467,1
37.5825,127.0282,1
37.5825,127.0282,1
37.618,127.051,1
37.618,127.051,1
37.618,127.051,1
37.618,127.051,1
37.6183,127.0511,1
37.6183,127.0511,1
37.6183,127.0511,1
37.618,127.0511,1
37.618,127.0511,1
37.618,127.0511,1
37.5933,126.9881,1
37.5933,126.9881,1
37.5933,126.9881,1
37.5933,126.9883,1
37.5933,126.9883,1
37.5933,126.9883,1
37.6047,127.0511,1
37.6047,127.0511,1
37.6047,127.0511,1
37.604,127.0505,1
37.604,127.0505,1
37.604,127.0505,1
37.6074,127.061,1
37.6074,127.061,1
37.6074,127.061,1
37.6074,127.061,1
37.6074,127.061,1
37.6074,127.061,1
37.6074,127.061,1
37.6074,127.061,1
37.6175,127.0548,1
37.6175,127.0548,1
37.6099,127.0274,1
37.6099,127.0274,1
37.6099,127.0274,1
37.6102,127.0272,1
37.6102,127.0272,1
37.6102,127.0272,1
37.6103,127.0268,1
37.6103,127.0268,1
37.6103,127.0268,1
37.6099,127.0271,1
37.6099,127.0271,1
37.6099,127.0268,1
37.6099,127.0268,1
37.6099,127.0268,1
37.6056,127.0655,1
37.6056,127.0655,1
37.6056,127.0655,1
37.6056,127.0655,1
37.6069,127.0653,1
37.6069,127.0653,1
37.6069,127.0653,1
37.6069,127.0653,1
37.6137,127.0657,1
37.6137,127.0657,1
37.6137,127.0657,1
37.6137,127.0657,1
37.6142,127.0649,1
37.6142,127.0649,1
37.6142,127.0649,1
37.6142,127.0649,1
37.6197,127.0457,1
37.6103,127.0434,1
37.6103,127.0434,1
37.613,127.0402,1
37.613,127.0402,1
37.613,127.0402,1
37.6148,127.0399,1
37.6148,127.0399,1
37.6148,127.0399,1
37.5885,127.0124,1
37.5885,127.0124,1
37.5885,127.0124,1
37.6043,126.9902,1
37.6043,126.9902,1
37.6043,126.9902,1
37.5986,127.0141,1
37.5986,127.0141,1
37.5776,127.0186,1
37.5775,127.0182,1
37.6078,127.0224,1
37.6078,127.0224,1
37.6078,127.0224,1
37.5949,127.0177,1
37.6049,127.0329,1
37.6049,127.0329,1
37.6049,127.0329,1
37.6172,127.0535,1
37.5949,126.9907,1
37.6095,127.0419,1
37.6095,127.0419,1
37.6095,127.0419,1
37.5836,127.0172,1
37.6092,127.0404,1
37.6092,127.0404,1
37.6092,127.0404,1
37.6107,127.0409,1
37.6107,127.0409,1
37.6107,127.0409,1
37.6094,127.0091,1
37.6165,127.0552,1
37.6099,127.0436,1
37.6038,127.0252,1
37.603,127.0246,1
37.6046,127.0077,1
37.6004,127.0408,1
37.5962,127.0262,1
37.5852,127.0214,1
37.5852,127.0214,1
37.5852,127.0214,1
37.5855,127.0216,1
37.5855,127.0216,1
37.5855,127.0216,1
37.5801,127.023,1
37.5801,127.023,1
37.5801,127.023,1
37.6008,127.0253,1
37.6007,127.0203,1
37.6007,127.0203,1
37.6007,127.0203,1
37.6041,127.0071,1
37.6041,127.0071,1
37.6041,127.0071,1
37.6078,126.9991,1
37.6093,127.0089,1
37.6058,127.0137,1
37.605,127.0149,1
37.605,127.0149,1
37.605,127.0149,1
37.6072,127.0161,1
37.6081,127.0219,1
37.6086,127.0208,1
37.5998,127.0318,1
37.5996,127.0364,1
37.6001,127.0372,1
37.5998,127.0397,1
37.605,127.033,1
37.605,127.033,1
37.6116,127.043,1
37.6116,127.043,1
37.6116,127.043,1
37.6116,127.043,1
37.6161,127.0406,1
37.6159,127.0462,1
37.6159,127.0462,1
37.6053,127.053,1
37.6072,127.0545,1
37.6072,127.0545,1
37.6072,127.0545,1
37.6089,127.0579,1
37.6089,127.0579,1
37.6089,127.0579,1
37.614,127.0642,1
37.614,127.0642,1
37.614,127.0642,1
37.614,127.0642,1
37.614,127.0642,1
37.614,127.0642,1
37.614,127.0642,1
37.614,127.0642,1
37.5832,127.0088,1
37.5819,127.0093,1
37.5965,127.007,1
37.5965,127.007,1
37.6177,127.0065,1
37.6186,127.0055,1
37.6186,127.0059,1
37.62,127.005,1
37.6208,127.0069,1
37.6212,127.0071,1
37.5979,127.0261,1
37.5979,127.0261,1
37.5979,127.0261,1
37.5973,127.0261,1
37.5973,127.0261,1
37.5973,127.0261,1
37.5961,127.0267,1
37.5961,127.0267,1
37.5961,127.0267,1
37.5952,127.0275,1
37.5952,127.0275,1
37.5952,127.0275,1
37.6076,127.0396,1
37.6076,127.0396,1
37.6076,127.0397,1
37.606,127.0488,1
37.6059,127.0484,1
37.5978,127.0372,1
37.5979,127.0355,1
37.5979,127.0355,1
37.5915,127.0071,1
37.5915,127.0071,1
37.5915,127.0071,1
37.5971,126.9947,1
37.5971,126.9947,1
37.5971,126.9947,1
37.5957,127.0009,1
37.5957,127.0009,1
37.5957,127.0009,1
37.5957,127.0009,1
37.595,126.998,1
37.595,126.998,1
37.595,126.998,1
37.6063,127.0265,1
37.6063,127.0265,1
37.612,127.0297,1
37.612,127.0297,1
37.612,127.0297,1
37.6105,127.0292,1
37.6105,127.0292,1
37.6105,127.0292,1
37.6105,127.0292,1
37.5849,127.0165,1
37.5849,127.0165,1
37.5972,127.0357,1
37.5972,127.0357,1
37.5972,127.0357,1
37.5972,127.0357,1
37.6071,127.049,1
37.6071,127.049,1
37.6071,127.049,1
37.6138,127.0665,1
37.6138,127.0665,1
37.6138,127.0665,1
37.6036,127.0445,1
37.6036,127.0445,1
37.6036,127.0445,1
37.6068,127.0466,1
37.6068,127.0466,1
37.6065,127.0342,1
37.6065,127.0342,1
37.5945,127.0141,1
37.5945,127.0141,1
37.5951,127.0179,1
37.5951,127.0179,1
37.5951,127.0179,1
37.5975,127.0159,1
37.5975,127.0159,1
37.5975,127.0159,1
37.6069,127.0148,1
37.6069,127.0148,1
37.6076,127.0004,1
37.6076,127.0004,1
37.6076,127.0004,1
37.6222,127.0015,1
37.6222,127.0015,1
37.6016,127.0151,1
37.6016,127.0151,1
37.6016,127.0151,1
37.6088,127.0498,1
37.6088,127.0498,1
37.6088,127.0498,1
37.6088,127.0498,1
37.6134,127.0503,1
37.6134,127.0503,1
37.6134,127.0503,1
37.6134,127.0503,1
37.6172,127.0513,1
37.6172,127.0513,1
37.6172,127.0513,1
37.6172,127.0513,1
37.6116,127.0464,1
37.6116,127.0464,1
37.6116,127.0464,1
37.5854,127.0227,1
37.5854,127.0227,1
37.5854,127.0227,1
37.5852,127.0288,1
37.5852,127.0288,1
37.5852,127.0288,1
37.5883,127.0103,1
37.5883,127.0103,1
37.5883,127.0103,1
37.5883,127.0103,1
37.5879,127.0114,1
37.5879,127.0114,1
37.5879,127.0114,1
37.5895,127.0115,1
37.5895,127.0115,1
37.5895,127.0115,1
37.611,127.0617,1
37.611,127.0617,1
37.611,127.0617,1
37.6052,127.0619,1
37.6052,127.0619,1
37.6052,127.0619,1
37.6052,127.0619,1
37.5887,127.0192,1
37.6052,127.0619,1
37.6154,127.0533,1
37.6154,127.0533,1
37.6154,127.0533,1
37.6005,127.043,1
37.6005,127.043,1
37.6005,127.043,1
37.6094,127.0394,1
37.6094,127.0394,1
37.5936,127.036,1
37.5936,127.036,1
37.5936,127.036,1
37.5936,127.036,1
37.6113,127.0224,1
37.6113,127.0224,1
37.6113,127.0224,1
37.6113,127.0224,1
37.6113,127.0224,1
37.6198,127.0024,1
37.6198,127.0024,1
37.6198,127.0024,1
37.6066,126.9947,1
37.6071,126.9949,1
37.6066,126.9947,1
37.6072,126.9959,1
37.6072,126.9959,1
37.6072,126.9959,1
37.6012,127.0108,1
37.6012,127.0108,1
37.6012,127.0108,1
37.6113,127.0149,1
37.6113,127.0149,1
37.6125,127.0145,1
37.6125,127.0145,1
37.6125,127.0145,1
37.5892,127.0283,1
37.5892,127.0283,1
37.5892,127.0283,1
37.5945,127.0165,1
37.5945,127.0165,1
37.5945,127.0165,1
37.5945,127.0165,1
37.5904,127.0141,1
37.5904,127.0141,1
37.5904,127.0141,1
37.5904,127.0141,1
37.5944,126.9924,1
37.5944,126.9924,1
37.5944,126.9924,1
37.5935,126.9962,1
37.5935,126.9962,1
37.5935,126.9962,1
37.5935,126.9962,1
37.6072,127.0588,1
37.6072,127.0588,1
37.6072,127.0588,1
37.6207,127.049,1
37.6207,127.049,1
37.6207,127.049,1
37.6087,127.0467,1
37.6087,127.0467,1
37.6163,127.0488,1
37.6163,127.0488,1
37.6163,127.0488,1
37.6163,127.0488,1
37.613,127.0462,1
37.613,127.0462,1
37.6034,127.0417,1
37.6034,127.0417,1
37.6034,127.0417,1
37.609,127.035,1
37.609,127.035,1
37.609,127.035,1
37.5948,127.0372,1
37.5948,127.0372,1
37.5948,127.0372,1
37.6054,127.0291,1
37.6054,127.0291,1
37.6054,127.0291,1
37.6054,127.0291,1
37.6164,127.0042,1
37.6164,127.0042,1
37.6164,127.0042,1
37.6078,126.9896,1
37.6078,126.9895,1
37.6078,126.9895,1
37.6078,126.9896,1
37.6082,126.9976,1
37.6082,126.9976,1
37.61,127.0132,1
37.61,127.0132,1
37.5824,127.0283,1
37.5824,127.0283,1
37.5824,127.0283,1
37.5824,127.0283,1
37.5929,127.0173,1
37.5929,127.0173,1
37.5929,127.0173,1
37.5929,127.0173,1
37.609,126.9939,1
37.609,126.9939,1
37.609,126.9939,1
37.5941,127.0007,1
37.5941,127.0007,1
37.6068,127.0584,1
37.6068,127.0584,1
37.6089,127.0567,1
37.6089,127.0567,1
37.6089,127.0567,1
37.5917,127.006,1
37.5917,127.006,1
37.6093,127.0544,1
37.6093,127.0544,1
37.6093,127.0544,1
37.6068,127.061,1
37.6068,127.061,1
37.6068,127.061,1
37.6128,127.0633,1
37.6128,127.0633,1
37.6141,127.0524,1
37.6141,127.0524,1
37.6141,127.0524,1
37.6101,127.0484,1
37.6101,127.0484,1
37.6101,127.0484,1
37.6169,127.0453,1
37.6169,127.0453,1
37.6169,127.0453,1
37.612,127.0421,1
37.612,127.0421,1
37.612,127.0421,1
37.6135,127.0438,1
37.6135,127.0438,1
37.6135,127.0438,1
37.6135,127.0438,1
37.597,127.0347,1
37.597,127.0347,1
37.597,127.0347,1
37.597,127.0347,1
37.5976,127.0278,1
37.5976,127.0278,1
37.5976,127.0278,1
37.6013,127.0353,1
37.6013,127.0353,1
37.6013,127.0353,1
37.6071,127.0295,1
37.6071,127.0295,1
37.6071,127.0295,1
37.6057,127.0298,1
37.6057,127.0298,1
37.6057,127.0298,1
37.6131,127.0181,1
37.6131,127.0181,1
37.6131,127.0181,1
37.6134,127.0086,1
37.6134,127.0086,1
37.6134,127.0086,1
37.6134,127.0124,1
37.6134,127.0124,1
37.6134,127.0124,1
37.6174,126.9993,1
37.6174,126.9993,1
37.6174,126.9993,1
37.6065,127.0089,1
37.6065,127.0089,1
37.6065,127.0089,1
37.6136,126.9979,1
37.6136,126.9979,1
37.6136,126.9979,1
37.6011,127.0081,1
37.6011,127.0081,1
37.6011,127.0081,1
37.608,127.0151,1
37.608,127.0151,1
37.608,127.0151,1
37.5991,127.0044,1
37.5991,127.0044,1
37.5991,127.0044,1
37.5991,127.0044,1
37.6006,127.0152,1
37.6006,127.0152,1
37.6013,127.0171,1
37.6013,127.0171,1
37.6013,127.0171,1
37.5802,127.0203,1
37.5802,127.0203,1
37.5802,127.0203,1
37.5802,127.0203,1
37.5854,127.0185,1
37.5854,127.0185,1
37.5854,127.0185,1
37.6114,127.0536,1
37.6114,127.0536,1
37.6114,127.0536,1
37.5866,127.0245,1
37.5866,127.0245,1
37.5866,127.0245,1
37.5956,127.0172,1
37.5956,127.0172,1
37.5956,127.0172,1
37.5956,127.0172,1
37.5952,127.0169,1
37.5952,127.0169,1
37.5952,127.0169,1
37.5931,127.0159,1
37.5931,127.0159,1
37.5931,127.0159,1
37.592,127.0182,1
37.592,127.0182,1
37.592,127.0182,1
37.5839,127.0094,1
37.5839,127.0094,1
37.5839,127.0094,1
37.5815,127.0091,1
37.5815,127.0091,1
37.588,127.0099,1
37.588,127.0099,1
37.5886,127.0185,1
37.618,126.9981,1
37.618,126.9981,1
37.618,126.9981,1
37.591,127.0079,1
37.591,127.0079,1
37.591,127.0079,1
37.593,127.0014,1
37.593,127.0014,1
37.593,127.0014,1
37.6085,127.057,1
37.6085,127.057,1
37.6085,127.057,1
37.6065,127.0531,1
37.6065,127.0531,1
37.6114,127.0662,1
37.6114,127.0662,1
37.611,127.0478,1
37.611,127.0478,1
37.611,127.0478,1
37.6125,127.0423,1
37.6125,127.0423,1
37.6125,127.0423,1
37.6125,127.0423,1
37.6147,127.0412,1
37.6147,127.0412,1
37.6147,127.0412,1
37.614,127.0415,1
37.614,127.0415,1
37.614,127.0415,1
37.614,127.0415,1
37.6071,127.0475,1
37.6071,127.0475,1
37.6071,127.0475,1
37.6056,127.0436,1
37.6056,127.0436,1
37.6056,127.0436,1
37.6011,127.0426,1
37.6011,127.0426,1
37.6011,127.0426,1
37.6084,127.0417,1
37.6084,127.0417,1
37.6084,127.0417,1
37.6021,127.0359,1
37.6021,127.0359,1
37.6021,127.0359,1
37.6012,127.0321,1
37.6012,127.0321,1
37.5985,127.0327,1
37.5985,127.0327,1
37.5985,127.0327,1
37.5965,127.0349,1
37.5965,127.0349,1
37.5965,127.0349,1
37.6114,127.0231,1
37.6114,127.0231,1
37.6049,127.0305,1
37.6049,127.0305,1
37.6049,127.0305,1
37.6099,127.0101,1
37.6099,127.0101,1
37.6099,127.0101,1
37.6087,127.011,1
37.6087,127.011,1
37.6087,127.011,1
37.6129,127.0089,1
37.6129,127.0089,1
37.6184,126.9987,1
37.6184,126.9987,1
37.6184,126.9987,1
37.6163,127.0024,1
37.6163,127.0024,1
37.6163,127.0024,1
37.6057,127.0011,1
37.6057,127.0011,1
37.6057,127.0011,1
37.6055,127.0003,1
37.6055,127.0003,1
37.6044,127.0109,1
37.6044,127.0109,1
37.6044,127.0109,1
37.6069,127.013,1
37.6069,127.013,1
37.6069,127.013,1
37.6031,127.0114,1
37.6031,127.0114,1
37.6026,127.0124,1
37.6026,127.0124,1
37.6026,127.0124,1
37.6015,127.0218,1
37.6015,127.0218,1
37.6015,127.0218,1
37.6015,127.0218,1
37.5837,127.0182,1
37.5837,127.0182,1
37.5837,127.0182,1
37.5837,127.0182,1
37.5842,127.03,1
37.5842,127.03,1
37.5842,127.03,1
37.5825,127.0229,1
37.5825,127.0229,1
37.5825,127.0229,1
37.5999,127.0205,1
37.5999,127.0205,1
37.5999,127.0205,1
37.5938,127.0214,1
37.5938,127.0214,1
37.5938,127.0214,1
37.5948,127.0202,1
37.5948,127.0202,1
37.5948,127.0202,1
37.5829,127.0083,1
37.5829,127.0083,1
37.5829,127.0083,1
37.5829,127.0083,1
37.5811,127.0108,1
37.5811,127.0108,1
37.587,127.0151,1
37.587,127.0151,1
37.587,127.0151,1
37.5924,127.0005,1
37.5924,127.0005,1
37.5926,127.0068,1
37.5926,127.0068,1
37.6187,127.054,1
37.6187,127.054,1
37.6187,127.054,1
37.6177,127.0553,1
37.6177,127.0553,1
37.6177,127.0553,1
37.6182,127.055,1
37.6182,127.055,1
37.6182,127.055,1
37.6107,127.0189,1
37.6107,127.0189,1
37.6107,127.0189,1
37.6107,127.0189,1
37.6107,127.0189,1
37.613,127.0655,1
37.613,127.0655,1
37.613,127.0655,1
37.609,127.0634,1
37.609,127.0634,1
37.609,127.0634,1
37.609,127.0634,1
37.5983,127.0362,1
37.5983,127.0362,1
37.5921,127.0371,1
37.5921,127.0371,1
37.5921,127.0371,1
37.6194,126.9997,1
37.6194,126.9997,1
37.6194,126.9997,1
37.6116,127.0121,1
37.6116,127.0121,1
37.6116,127.0121,1
37.6116,127.0121,1
37.6017,127.0198,1
37.6017,127.0198,1
37.6017,127.0198,1
37.6017,127.0198,1
37.5884,127.0222,1
37.5884,127.0222,1
37.5884,127.0222,1
37.5811,127.0265,1
37.5811,127.0265,1
37.5811,127.0265,1
37.5818,127.0274,1
37.5818,127.0274,1
37.5818,127.0274,1
37.5947,126.9894,1
37.5947,126.9894,1
37.5947,126.9894,1
37.6075,127.0594,1
37.6075,127.0594,1
37.6075,127.0594,1
37.6044,127.0615,1
37.6044,127.0615,1
37.6044,127.0615,1
37.621,127.0479,1
37.621,127.0479,1
37.6212,127.049,1
37.6212,127.049,1
37.6149,127.0506,1
37.6149,127.0506,1
37.6149,127.0506,1
37.6149,127.0506,1
37.6111,127.0468,1
37.6112,127.0466,1
37.6111,127.0468,1
37.6111,127.0468,1
37.6136,127.0447,1
37.6136,127.0447,1
37.6136,127.0447,1
37.6136,127.0447,1
37.6177,127.0463,1
37.6177,127.0463,1
37.6177,127.0463,1
37.6157,127.0521,1
37.6157,127.0521,1
37.6157,127.0521,1
37.6157,127.0521,1
37.6155,127.0503,1
37.6155,127.0503,1
37.6028,127.0225,1
37.6028,127.0225,1
37.6028,127.0225,1
37.6028,127.0225,1
37.6079,127.0235,1
37.6079,127.0235,1
37.6011,127.0139,1
37.6011,127.0139,1
37.6011,127.0139,1
37.6011,127.0139,1
37.592,127.0027,1
37.592,127.0027,1
37.592,127.0027,1
37.592,127.0027,1
37.5894,127.0054,1
37.5894,127.0054,1
37.5894,127.0054,1
37.5894,127.0054,1
37.5963,126.9956,1
37.5963,126.9956,1
37.5963,126.9956,1
37.5963,126.9956,1
37.5898,127.0069,1
37.5898,127.0069,1
37.5925,127.0045,1
37.5925,127.0045,1
37.5925,127.0045,1
37.5959,126.9968,1
37.5959,126.9968,1
37.6127,127.0127,1
37.6127,127.0127,1
37.6127,127.0127,1
37.6177,127.0002,1
37.6177,127.0002,1
37.6177,127.0002,1
37.6138,127.0061,1
37.6138,127.0061,1
37.6138,127.0061,1
37.6131,127.0096,1
37.6131,127.0096,1
37.6131,127.0096,1
37.6098,126.9992,1
37.6098,126.9992,1
37.6098,126.9992,1
37.614,127.0024,1
37.614,127.0024,1
37.609,127.0043,1
37.609,127.0043,1
37.6086,127.0075,1
37.6083,127.0066,1
37.6086,127.0075,1
37.6086,127.0075,1
37.6086,127.0075,1
37.606,127.0116,1
37.606,127.0116,1
37.6019,127.0159,1
37.6019,127.0159,1
37.6019,127.0159,1
37.6019,127.0159,1
37.6008,127.0204,1
37.6008,127.0204,1
37.6008,127.0204,1
37.6048,127.0164,1
37.6048,127.0164,1
37.6048,127.0164,1
37.5936,126.9939,1
37.5936,126.9939,1
37.5936,126.9939,1
37.5932,127.0029,1
37.5932,127.0029,1
37.5932,127.0029,1
37.5932,127.0029,1
37.5932,127.0029,1
37.5932,127.0029,1
37.6228,127.0505,1
37.6228,127.0505,1
37.6228,127.0505,1
37.5961,127.0024,1
37.596,127.0024,1
37.5961,127.0024,1
37.6107,127.0527,1
37.6107,127.0527,1
37.6107,127.0527,1
37.6107,127.0527,1
37.6107,127.049,1
37.6107,127.049,1
37.61,127.0497,1
37.61,127.0497,1
37.61,127.0497,1
37.6169,127.0424,1
37.6169,127.0424,1
37.6129,127.0417,1
37.6129,127.0417,1
37.6129,127.0417,1
37.6129,127.0417,1
37.6139,127.0397,1
37.6139,127.0397,1
37.6139,127.0397,1
37.6139,127.0397,1
37.6173,127.0469,1
37.6173,127.0469,1
37.6126,127.0417,1
37.6126,127.0417,1
37.6126,127.0417,1
37.6126,127.0417,1
37.6117,127.0637,1
37.6117,127.0637,1
37.6121,127.0616,1
37.6121,127.0616,1
37.6121,127.0616,1
37.6059,127.0528,1
37.6059,127.0528,1
37.6059,127.0528,1
37.6059,127.0528,1
37.6085,127.0625,1
37.6085,127.0625,1
37.6085,127.0625,1
37.6128,127.0649,1
37.6128,127.0649,1
37.6128,127.0649,1
37.6097,127.0589,1
37.6097,127.0589,1
37.6097,127.0589,1
37.6135,127.0623,1
37.6135,127.0623,1
37.6135,127.0623,1
37.6084,127.0512,1
37.6084,127.0512,1
37.6084,127.0512,1
37.6084,127.0512,1
37.6066,127.032,1
37.6066,127.032,1
37.6066,127.032,1
37.6051,127.0362,1
37.6051,127.0362,1
37.6065,127.0332,1
37.6065,127.0332,1
37.6065,127.0332,1
37.6065,127.0332,1
37.617,126.9991,1
37.617,126.9991,1
37.617,126.9991,1
37.6053,127.0119,1
37.6053,127.0119,1
37.6095,127.0117,1
37.6095,127.0117,1
37.6095,127.0117,1
37.5986,127.0199,1
37.5986,127.0199,1
37.5986,127.0199,1
37.5841,127.0234,1
37.5841,127.0234,1
37.5833,127.0291,1
37.5834,127.0288,1
37.5833,127.0291,1
37.5884,127.0207,1
37.5884,127.0207,1
37.5884,127.0207,1
37.5861,127.0316,1
37.5861,127.0316,1
37.5852,127.0175,1
37.5852,127.0175,1
37.5852,127.0175,1
37.5803,127.0175,1
37.5803,127.0175,1
37.5803,127.0175,1
37.5803,127.0175,1
37.5793,127.0195,1
37.5793,127.0195,1
37.5793,127.0195,1
37.582,127.0179,1
37.582,127.0179,1
37.582,127.0179,1
37.5892,127.009,1
37.5891,127.0092,1
37.5892,127.009,1
37.5892,127.009,1
37.5892,127.009,1
37.5899,127.011,1
37.5901,127.0108,1
37.5899,127.011,1
37.5899,127.011,1
37.5899,127.011,1
37.6017,127.0384,1
37.6017,127.0384,1
37.6017,127.0384,1
37.5978,127.0361,1
37.5978,127.0361,1
37.5978,127.0361,1
37.5996,127.0377,1
37.5996,127.0377,1
37.5983,127.0386,1
37.5983,127.0386,1
37.5983,127.0386,1
37.599,127.0289,1
37.599,127.0289,1
37.599,127.0289,1
37.5976,127.0151,1
37.5976,127.0151,1
37.5976,127.0151,1
37.5976,127.0151,1
37.5945,127.0213,1
37.5945,127.0213,1
37.5945,127.0213,1
37.5966,127.0158,1
37.5966,127.0158,1
37.5966,127.0158,1
37.5966,127.0158,1
37.5925,127.0205,1
37.5925,127.0205,1
37.5925,127.0205,1
37.5925,127.0205,1
37.5925,127.0205,1
37.6131,127.0473,1
37.6131,127.0473,1
37.6131,127.0473,1
37.6131,127.0473,1
37.6101,127.0534,1
37.6101,127.0534,1
37.6101,127.0534,1
37.6101,127.0534,1
37.6003,127.0345,1
37.6003,127.0345,1
37.6003,127.0345,1
37.6003,127.0345,1
37.6072,127.0361,1
37.6072,127.0361,1
37.6072,127.0361,1
37.6045,127.0249,1
37.6045,127.0249,1
37.6045,127.0249,1
37.6045,127.0249,1
37.6045,127.0249,1
37.6123,127.0177,1
37.6123,127.0177,1
37.6123,127.0177,1
37.6123,127.0177,1
37.6123,127.0177,1
37.611,127.0624,1
37.611,127.0624,1
37.611,127.0624,1
37.611,127.0624,1
37.611,127.0624,1
37.6166,127.0433,1
37.6166,127.0433,1
37.6166,127.0433,1
37.5889,127.0187,1
37.6143,127.047,1
37.6143,127.047,1
37.6143,127.047,1
37.6143,127.047,1
37.6026,127.0434,1
37.6026,127.0434,1
37.6026,127.0434,1
37.5974,127.0393,1
37.5974,127.0393,1
37.5974,127.0393,1
37.5974,127.0393,1
37.5992,127.0353,1
37.5992,127.0353,1
37.5992,127.0353,1
37.6118,127.0107,1
37.6118,127.0107,1
37.6118,127.0107,1
37.6118,127.0107,1
37.6109,127.0115,1
37.6109,127.0115,1
37.5828,127.0189,1
37.5828,127.0189,1
37.5828,127.0189,1
37.5828,127.0189,1
37.5801,127.0242,1
37.5801,127.0242,1
37.5801,127.0242,1
37.5801,127.0242,1
37.5949,127.0209,1
37.5949,127.0209,1
37.5949,127.0209,1
37.5949,127.0209,1
37.5884,127.0157,1
37.5882,127.0158,1
37.5884,127.0157,1
37.5884,127.0157,1
37.5884,127.0157,1
37.613,127.0617,1
37.613,127.0617,1
37.613,127.0617,1
37.5801,127.0216,1
37.5801,127.0216,1
37.5801,127.0216,1
37.5801,127.0216,1
37.5876,127.0204,1
37.581,127.0188,1
37.581,127.0188,1
37.581,127.0188,1
37.5871,127.0177,1
37.5871,127.0177,1
37.5871,127.0177,1
37.5871,127.0177,1
37.5805,127.0229,1
37.5805,127.0229,1
37.5805,127.0229,1
37.5805,127.0229,1
37.5886,127.0297,1
37.5886,127.0297,1
37.5886,127.0297,1
37.5886,127.0297,1
37.5835,127.0294,1
37.5835,127.0294,1
37.5835,127.0294,1
37.5835,127.0294,1
37.5815,127.0235,1
37.5815,127.0235,1
37.5815,127.0235,1
37.5815,127.0235,1
37.5875,127.024,1
37.5875,127.024,1
37.5882,127.0227,1
37.5882,127.0227,1
37.5882,127.0227,1
37.5959,127.0361,1
37.5959,127.0361,1
37.5959,127.0361,1
37.5982,127.0163,1
37.5982,127.0163,1
37.5982,127.0163,1
37.5983,127.0149,1
37.5983,127.0149,1
37.6032,127.0261,1
37.6032,127.0261,1
37.6032,127.0261,1
37.6032,127.0261,1
37.6039,127.0272,1
37.6039,127.0272,1
37.6039,127.0272,1
37.6039,127.0272,1
37.5992,127.0241,1
37.5992,127.0241,1
37.5985,127.0221,1
37.5985,127.0221,1
37.5985,127.0221,1
37.5985,127.0221,1
37.5954,127.0199,1
37.5954,127.0199,1
37.5954,127.0199,1
37.5933,127.0155,1
37.5933,127.0155,1
37.5903,127.0215,1
37.5903,127.0215,1
37.5903,127.0215,1
37.6061,127.0166,1
37.6061,127.0166,1
37.6061,127.0166,1
37.5934,127.0172,1
37.5934,127.0172,1
37.5934,127.0172,1
37.5934,127.0172,1
37.5854,127.011,1
37.5854,127.011,1
37.5854,127.011,1
37.5854,127.011,1
37.5821,127.0075,1
37.5821,127.0075,1
37.5821,127.0075,1
37.5821,127.0075,1
37.5831,127.0123,1
37.5831,127.0123,1
37.5896,127.0129,1
37.5896,127.0129,1
37.5896,127.0129,1
37.5896,127.0129,1
37.5846,127.0104,1
37.5846,127.0104,1
37.5846,127.0104,1
37.5846,127.0104,1
37.5918,127.0021,1
37.5918,127.0021,1
37.5942,126.9999,1
37.5942,126.9999,1
37.5922,127.0019,1
37.5922,127.0019,1
37.5914,127.0052,1
37.5914,127.0052,1
37.5914,127.0052,1
37.5939,127.0057,1
37.5939,127.0057,1
37.5939,127.0057,1
37.5939,127.0057,1
37.5929,127.0055,1
37.5929,127.0055,1
37.5929,127.0055,1
37.6053,127.0612,1
37.6053,127.0612,1
37.6053,127.0612,1
37.6053,127.0612,1
37.6071,127.0523,1
37.6071,127.0523,1
37.6071,127.0523,1
37.6083,127.0587,1
37.6085,127.0589,1
37.6083,127.0587,1
37.6083,127.0587,1
37.6083,127.0587,1
37.5975,127.0405,1
37.5975,127.0405,1
37.5975,127.0405,1
37.5975,127.0405,1
37.6136,127.0639,1
37.6136,127.0639,1
37.6136,127.0639,1
37.6118,127.0633,1
37.6118,127.0633,1
37.6118,127.0633,1
37.6159,127.0551,1
37.6159,127.0551,1
37.6115,127.049,1
37.6115,127.049,1
37.6115,127.049,1
37.6152,127.0511,1
37.6152,127.0511,1
37.6137,127.0496,1
37.6137,127.0496,1
37.6137,127.0496,1
37.6137,127.0496,1
37.6158,127.0502,1
37.6158,127.0502,1
37.6158,127.0502,1
37.6158,127.0502,1
37.6098,127.0486,1
37.6098,127.0486,1
37.6098,127.0486,1
37.6173,127.0507,1
37.6173,127.0507,1
37.6173,127.0507,1
37.6117,127.0473,1
37.6118,127.0476,1
37.6117,127.0473,1
37.6117,127.0473,1
37.6117,127.0473,1
37.6134,127.0481,1
37.6134,127.0481,1
37.6134,127.0481,1
37.6134,127.0481,1
37.6135,127.046,1
37.6135,127.046,1
37.6127,127.0438,1
37.6127,127.0438,1
37.6127,127.0438,1
37.6127,127.0438,1
37.612,127.0407,1
37.612,127.0407,1
37.612,127.0407,1
