latitude,longitude,CCTV대수
37.5845,127.0761,1
37.5845,127.0761,1
37.5854,127.0759,1
37.5854,127.0766,1
37.5854,127.079,1
37.5854,127.079,1
37.5854,127.079,1
37.5854,127.079,1
37.5856,127.0793,1
37.5864,127.0791,1
37.5864,127.0791,1
37.5864,127.0791,1
37.5856,127.0794,1
37.5857,127.0784,1
37.5857,127.0784,1
37.5857,127.0784,1
37.5857,127.0784,1
37.5862,127.0797,1
37.5862,127.0797,1
37.5853,127.0767,1
37.5853,127.0767,1
37.5853,127.0767,1
37.5832,127.0772,1
37.5832,127.0772,1
37.5832,127.0772,1
37.5843,127.0776,1
37.5843,127.0776,1
37.5843,127.0776,1
37.5843,127.0776,1
37.5849,127.0768,1
37.5843,127.0767,1
37.5843,127.0767,1
37.5843,127.0767,1
37.5845,127.0782,1
37.5848,127.0782,1
37.5845,127.0782,1
37.5845,127.0782,1
37.5848,127.0782,1
37.583,127.0796,1
37.583,127.0796,1
37.583,127.0796,1
37.583,127.0788,1
37.583,127.0788,1
37.583,127.0788,1
37.5848,127.0789,1
37.5848,127.0789,1
37.5848,127.0789,1
37.5848,127.0789,1
37.5848,127.0794,1
37.5848,127.0794,1
37.5838,127.0783,1
37.5838,127.0783,1
37.5838,127.0783,1
37.5841,127.0789,1
37.5837,127.0793,1
37.5837,127.0793,1
37.5837,127.0793,1
37.5837,127.0793,1
37.5817,127.0793,1
37.5813,127.0799,1
37.5813,127.0799,1
37.5813,127.0799,1
37.5813,127.0799,1
37.5818,127.0834,1
37.5818,127.0834,1
37.5831,127.0835,1
37.5831,127.0835,1
37.5825,127.0837,1
37.5825,127.0837,1
37.5832,127.0838,1
37.5832,127.0838,1
37.5832,127.0838,1
37.5848,127.0804,1
37.5792,127.0832,1
37.5835,127.0813,1
37.5835,127.0813,1
37.5835,127.0813,1
37.584,127.0807,1
37.584,127.0807,1
37.584,127.0807,1
37.584,127.0807,1
37.5842,127.0813,1
37.5842,127.0813,1
37.5842,127.0813,1
37.5835,127.0819,1
37.5835,127.0819,1
37.5835,127.0819,1
37.5848,127.0817,1
37.5848,127.0817,1
37.5847,127.0821,1
37.5847,127.0821,1
37.5847,127.0821,1
37.5847,127.0821,1
37.5836,127.0834,1
37.5836,127.0834,1
37.5836,127.0834,1
37.5836,127.0834,1
37.5842,127.0827,1
37.5842,127.0827,1
37.5861,127.0828,1
37.5861,127.0828,1
37.5861,127.0828,1
37.5861,127.0828,1
37.5855,127.0833,1
37.5855,127.0833,1
37.5855,127.0833,1
37.5847,127.0832,1
37.5847,127.0832,1
37.5847,127.0832,1
37.5853,127.0828,1
37.5853,127.0828,1
37.5853,127.0828,1
37.5856,127.082,1
37.5747,127.0829,1
37.5856,127.082,1
37.5856,127.082,1
37.5856,127.082,1
37.5856,127.082,1
37.5856,127.082,1
37.5859,127.0816,1
37.5859,127.0816,1
37.5854,127.0814,1
37.5854,127.0814,1
