dong_code,dong_name,population,population_normalized
11650590,방배본동,17608.927346198416,0.14695678350390254
11650600,방배1동,19606.115009221412,0.16824581362768548
11650610,방배2동,17529.325443306505,0.14610826669201152
11650620,방배3동,21875.545877219338,0.19243682131672832
11650621,방배4동,25767.158171626932,0.23391947860509021
11650651,양재1동,53273.81551051776,0.5271268058553785
11650652,양재2동,36953.162903553246,0.35315674213910586
11650660,내곡동,24540.369023176303,0.22084251462196414
11680510,신사동,33334.53036394493,0.3145839136718916
11680521,논현1동,39300.730566730264,0.37818064931833767
11680531,논현2동,45109.97626014058,0.44010432772534
11680545,압구정동,39631.7195157131,0.3817088273839227
11680565,청담동,38722.20573643359,0.37201386150586935
11680580,삼성1동,40192.424498169225,0.38768566445490465
11680590,삼성2동,37792.115520175124,0.36209956101304963
11680600,대치1동,26938.313535918824,0.24640341403672672
11680610,대치2동,51798.20987115838,0.5113975814621152
11680630,대치4동,40381.992135903725,0.3897063614704849
11680640,역삼1동,97635.46580781642,1.0
11680650,역삼2동,52759.954345034486,0.5216493006444475
11680655,도곡1동,42690.011665973594,0.41430870516189544
11680656,도곡2동,27934.701323354035,0.2570244137626966
11680660,개포1동,24523.15684024968,0.22065904128713176
11680670,개포2동,32376.15203695007,0.3043680759461108
11680690,개포4동,15587.815499301327,0.12541273344352957
11680700,세곡동,46132.58021976604,0.4510047788468005
11680720,일원본동,22931.590172179152,0.20369372983048262
11680730,일원1동,13840.189583677373,0.10678390779451308
11680740,일원2동,18394.03589255077,0.15532565128893366
11680750,수서동,23519.222078668136,0.2099575945591503
11710510,풍납1동,14186.1448872174,0.11047161977817223
11710520,풍납2동,30929.23637616399,0.2889446724976721
11710531,거여1동,11679.69605310108,0.08375411810261306
11710532,거여2동,17520.83774437027,0.14601779203022558
11710540,마천1동,10688.461190656588,0.07318804600181535
11710550,마천2동,13134.961274995509,0.09926652373209217
11710561,방이1동,16501.429874385092,0.1351514096394557
11710562,방이2동,35937.79797882657,0.34233345553997885
11710566,오륜동,20492.15231881981,0.17769053198043389
11710570,오금동,36531.911872631565,0.34866641503915174
11710580,송파1동,25866.27967602284,0.2349760646896473
11710590,송파2동,17556.622462981588,0.1463992393857206
11710600,석촌동,26886.777840528885,0.2458540690793551
11710610,삼전동,27271.07904119655,0.2499505293114578
11710620,가락본동,40265.26762001943,0.3884621360124308
11710631,가락1동,30103.65820013158,0.2801444185283037
11710632,가락2동,23627.999265043713,0.21111710542555773
11710641,문정1동,22076.332613136867,0.19457710835562092
11710642,문정2동,40104.29409525677,0.3867462380619014
11710646,장지동,30451.752277465093,0.2838549287800277
11710647,위례동,46630.84260754299,0.4563160088224933
11710650,잠실본동,35247.82217912098,0.33497865565984136
11710670,잠실2동,33696.949093034855,0.31844711760804056
11710680,잠실3동,46896.649939640425,0.45914938317429527
11710690,잠실4동,20101.637321769518,0.1735278357601854
11710710,잠실6동,39626.12467075592,0.38164918911104706
11710720,잠실7동,9873.401978696023,0.06449991897331615
11740515,강일동,49275.4177405296,0.48450586835003584
11740520,상일동,41783.03062719685,0.4046407370416679
11740530,명일1동,25330.570365266794,0.22926566908415175
11740540,명일2동,14842.422239235952,0.11746721091632886
11740550,고덕1동,23957.457825492053,0.2146289703082531
11740560,고덕2동,22903.543674489192,0.2033947680727856
11740570,암사1동,28431.141058868765,0.26231621516908965
11740580,암사2동,13839.693466599232,0.10677861943247428
11740590,암사3동,14127.810144698236,0.10984980034990986
11740600,천호1동,31216.771269141176,0.2920096518742043
11740610,천호2동,43807.68753601918,0.42622257570424105
11740620,천호3동,27288.42312670593,0.2501354086624146
11740640,성내1동,22206.634854771404,0.1959660656372593
11740650,성내2동,24100.50000714481,0.21615372903301297
11740660,성내3동,27986.44335068827,0.2575759581162787
11740685,길동,60495.64589600913,0.6041079366084412
11740690,둔촌1동,26092.053380208083,0.23738270041975312
11740700,둔촌2동,25768.67896419404,0.23393568949972604
