month,행정동코드,행정동명,월평균_총생활인구수
2025-01,11590630,사당2동,32071.660465725807
2025-01,11590640,사당3동,18486.677303629032
2025-01,11590650,사당4동,13675.281317069894
2025-01,11590651,사당5동,11498.22225
2025-01,11590660,대방동,40507.512099327956
2025-01,11590670,신대방1동,19008.38174905914
2025-01,11590680,신대방2동,23376.229352284943
2025-01,11620525,보라매동,16236.589926612904
2025-01,11620545,청림동,11083.671232258064
2025-01,11620565,성현동,20163.612774731184
2025-01,11620575,행운동,22974.23289905914
2025-01,11620585,낙성대동,22041.639548655916
2025-01,11620595,청룡동,38127.58773830645
2025-01,11620605,은천동,26827.055530645164
2025-01,11620615,중앙동,14187.064713172043
2025-01,11620625,인헌동,22934.81491733871
2025-01,11620630,남현동,23019.497565994625
2025-01,11620645,서원동,21281.025863978495
2025-01,11620655,신원동,15513.343395430107
2025-01,11620665,서림동,17464.0100219086
2025-01,11620685,신사동,19635.002587903226
2025-01,11620695,신림동,27037.55730174731
2025-01,11620715,난향동,10277.048154569891
2025-01,11620725,조원동,28996.10276169355
2025-01,11620735,대학동,30095.417477822582
2025-01,11620745,삼성동,18553.86644744624
2025-01,11620765,미성동,19983.571753494623
2025-01,11620775,난곡동,16800.471541666666
2025-01,11650510,서초1동,30541.340224462365
2025-01,11650520,서초2동,43252.635301747316
2025-01,11650530,서초3동,62216.206868413974
2025-01,11650531,서초4동,39316.323183333334
2025-01,11650540,잠원동,29719.856802419356
2025-01,11650550,반포본동,5045.276254704301
2025-01,11650560,반포1동,31638.247265994625
2025-01,11650570,반포2동,22837.811169892473
2025-01,11650580,반포3동,25193.928975537634
2025-01,11650581,반포4동,44289.344084811826
2025-01,11650590,방배본동,17983.0248125
2025-01,11650600,방배1동,18907.454346774193
2025-01,11650610,방배2동,18119.118632123656
2025-01,11650620,방배3동,20995.53414610215
2025-01,11650621,방배4동,25338.20685577957
2025-01,11650651,양재1동,51668.204232930104
2025-01,11650652,양재2동,35944.46055873656
2025-01,11650660,내곡동,24070.1188219086
2025-01,11680510,신사동,32916.71561975807
2025-01,11680521,논현1동,39719.62023346774
2025-01,11680531,논현2동,43838.13682876344
2025-01,11680545,압구정동,39067.326086424735
2025-01,11680565,청담동,36105.36003911291
2025-01,11680580,삼성1동,36242.85013776882
2025-01,11680590,삼성2동,37231.41180134408
2025-01,11680600,대치1동,27886.778075134407
2025-01,11680610,대치2동,50480.44807419355
2025-01,11680630,대치4동,41892.844080376344
2025-01,11680640,역삼1동,96078.47003817203
2025-01,11680650,역삼2동,52313.24318239247
2025-01,11680655,도곡1동,40477.962186021505
2025-01,11680656,도곡2동,27611.617306989247
2025-01,11680660,개포1동,24203.71208185484
2025-01,11680670,개포2동,32005.84619018817
2025-01,11680690,개포4동,15456.75618844086
2025-01,11680700,세곡동,46693.61572365591
2025-01,11680720,일원본동,22323.617662231183
2025-01,11680730,일원1동,13773.343620833333
2025-01,11680740,일원2동,18283.249126209677
2025-01,11680750,수서동,22949.732262231184
2025-01,11710510,풍납1동,14654.447265188172
2025-01,11710520,풍납2동,30102.428975672046
2025-01,11710531,거여1동,11359.54151532258
2025-01,11710532,거여2동,18477.18877096774
2025-01,11710540,마천1동,11377.939833198925
2025-01,11710550,마천2동,13715.381396774192
2025-01,11710561,방이1동,17700.102875806453
2025-01,11710562,방이2동,35153.56328104839
2025-01,11710566,오륜동,18474.816602419356
2025-01,11710570,오금동,36644.86958938172
2025-01,11710580,송파1동,26818.188228360217
2025-01,11710590,송파2동,17621.858638978494
2025-01,11710600,석촌동,26606.45099153226
2025-01,11710610,삼전동,27787.63337002688
2025-01,11710620,가락본동,38821.830204435486
2025-01,11710631,가락1동,31826.92070174731
2025-01,11710632,가락2동,25198.553323252687
2025-01,11710641,문정1동,21573.21463145161
2025-01,11710642,문정2동,38138.06241505376
2025-01,11710646,장지동,30877.035480510753
2025-01,11710647,위례동,45362.42056841398
2025-01,11710650,잠실본동,36468.64547392473
2025-01,11710670,잠실2동,30213.83768548387
2025-01,11710680,잠실3동,47057.98056801075
2025-01,11710690,잠실4동,20175.37342392473
2025-01,11710710,잠실6동,38015.595673118274
2025-01,11710720,잠실7동,9209.363463440859
2025-01,11740515,강일동,50037.118989919356
2025-01,11740520,상일동,40899.67047473118
2025-01,11740530,명일1동,26154.267351478495
2025-01,11740540,명일2동,15241.411891935484
2025-01,11740550,고덕1동,24227.409570430103
2025-01,11740560,고덕2동,22141.735739919353
2025-01,11740570,암사1동,29801.360932258063
2025-01,11740580,암사2동,13798.99692002688
2025-01,11740590,암사3동,12533.127240188172
2025-01,11740600,천호1동,32609.412217069894
2025-01,11740610,천호2동,44555.35033642473
2025-01,11740620,천호3동,27171.894942204304
2025-01,11740640,성내1동,22474.02311048387
2025-01,11740650,성내2동,24582.683978629033
2025-01,11740660,성내3동,27590.11655604839
2025-01,11740685,길동,60416.11579301075
2025-01,11740690,둔촌1동,17093.173644758066
2025-01,11740700,둔촌2동,26348.88629435484
2025-02,11110515,청운효자동,14854.773825595239
2025-02,11110530,사직동,26094.81898139881
2025-02,11110540,삼청동,5687.931924255952
2025-02,11110550,부암동,11671.626538392858
2025-02,11110560,평창동,17419.860141964287
2025-02,11110570,무악동,5315.887226339286
2025-02,11110580,교남동,8456.36633422619
2025-02,11110600,가회동,5997.800493154762
2025-02,11110615,종로1?2?3?4가동,64255.59335401786
2025-02,11110630,종로5?6가동,13701.93192172619
2025-02,11110640,이화동,27449.416649851188
2025-02,11110650,혜화동,27562.61486532738
2025-02,11110670,창신1동,7530.100661309523
2025-02,11110680,창신2동,7972.67233764881
2025-02,11110690,창신3동,4861.374507291666
2025-02,11110700,숭인1동,8297.339934375
2025-02,11110710,숭인2동,12765.136492857144
2025-02,11140520,소공동,27792.201008184526
2025-02,11140540,회현동,28362.676935565476
2025-02,11140550,명동,40611.87863958333
2025-02,11140570,필동,13774.123858035713
2025-02,11140580,장충동,10719.115510267857
2025-02,11140590,광희동,24608.837827232142
2025-02,11140605,을지로동,16316.888016964287
2025-02,11140615,신당동,20374.512176785716
2025-02,11140625,다산동,15451.433226934523
2025-02,11140635,약수동,13236.481907589286
2025-02,11140645,청구동,10146.600670833333
2025-02,11140650,신당5동,6748.209687946428
2025-02,11140665,동화동,12545.504544494048
2025-02,11140670,황학동,12778.423467857143
2025-02,11140680,중림동,9472.89146547619
2025-02,11170510,후암동,12747.535699702381
2025-02,11170520,용산2가동,11972.680338541666
2025-02,11170530,남영동,17499.546230357144
2025-02,11170555,청파동,21690.542142113096
2025-02,11170560,원효로1동,19653.330979761908
2025-02,11170570,원효로2동,14153.987473214287
2025-02,11170580,효창동,9440.448698511904
2025-02,11170590,용문동,7891.982214732143
2025-02,11170625,한강로동,52279.2263452381
2025-02,11170630,이촌1동,24728.729137797618
2025-02,11170640,이촌2동,7805.485319047619
2025-02,11170650,이태원1동,11124.188715327382
2025-02,11170660,이태원2동,10538.324473511904
2025-02,11170685,한남동,28004.941661755955
2025-02,11170690,서빙고동,14211.087714136906
2025-02,11170700,보광동,7412.304365624999
2025-02,11200520,왕십리2동,14513.638215624998
2025-02,11200535,왕십리도선동,29087.906339880956
2025-02,11200540,마장동,19220.48339300595
2025-02,11200550,사근동,20810.371965625
2025-02,11200560,행당1동,29023.33170684524
2025-02,11200570,행당2동,18346.115238988095
2025-02,11200580,응봉동,10080.255826339286
2025-02,11200590,금호1가동,13795.617632440477
2025-02,11200615,금호2?3가동,19441.798198363096
2025-02,11200620,금호4가동,11911.950011160714
2025-02,11200645,옥수동,26118.126894345234
2025-02,11200650,성수1가1동,19170.766863244047
2025-02,11200660,성수1가2동,21145.077835863096
2025-02,11200670,성수2가1동,19840.379023511905
2025-02,11200690,성수2가3동,35954.855406845236
2025-02,11200720,송정동,9676.117435565477
2025-02,11200790,용답동,17555.016260119046
2025-02,11215710,화양동,36647.55569434524
2025-02,11215730,군자동,22816.049001785712
2025-02,11215740,중곡1동,14609.927195386907
2025-02,11215750,중곡2동,18103.633805059522
2025-02,11215760,중곡3동,14861.654352083333
2025-02,11215770,중곡4동,23572.976123809523
2025-02,11215780,능동,14884.71471904762
2025-02,11215810,광장동,34655.49288392857
2025-02,11215820,자양1동,24461.43934642857
2025-02,11215830,자양2동,21201.18196428571
2025-02,11215840,자양3동,25604.383027380954
2025-02,11215847,자양4동,25401.37740029762
2025-02,11215850,구의1동,21829.903301190476
2025-02,11215860,구의2동,19101.22715922619
2025-02,11215870,구의3동,28360.827596577383
2025-02,11230536,용신동,41476.88875654762
2025-02,11230545,제기동,30152.253015625003
2025-02,11230560,전농1동,35281.74227083333
2025-02,11230570,전농2동,14172.67915997024
2025-02,11230600,답십리1동,23266.088817261905
2025-02,11230610,답십리2동,20830.648569940477
2025-02,11230650,장안1동,35121.4823125
2025-02,11230660,장안2동,29051.764239880955
2025-02,11230705,청량리동,19329.125838988093
2025-02,11230710,회기동,16053.385975892857
2025-02,11230720,휘경1동,15529.634470238096
2025-02,11230730,휘경2동,17093.490529613096
2025-02,11230740,이문1동,21882.24464345238
2025-02,11230750,이문2동,12921.386241220238
2025-02,11260520,면목2동,18876.13932232143
2025-02,11260540,면목4동,15105.257855059524
2025-02,11260550,면목5동,11954.668173065476
2025-02,11260565,면목본동,27459.57969627976
2025-02,11260570,면목7동,15802.313381547618
2025-02,11260575,면목3?8동,19323.22585729167
2025-02,11260580,상봉1동,15782.584575
2025-02,11260590,상봉2동,25302.597158928573
2025-02,11260600,중화1동,16099.769623809525
2025-02,11260610,중화2동,24400.131500744046
2025-02,11260620,묵1동,25312.050321279763
2025-02,11260630,묵2동,17826.371951339286
2025-02,11260655,망우본동,40969.860784672615
2025-02,11260660,망우3동,10311.00572217262
2025-02,11260680,신내1동,34258.71537113095
2025-02,11260690,신내2동,15153.535901041665
2025-02,11290525,성북동,19753.8830375
2025-02,11290555,삼선동,25290.501894345234
2025-02,11290575,동선동,23406.66537559524
2025-02,11290580,돈암1동,10542.30886592262
2025-02,11290590,돈암2동,13653.274781845239
2025-02,11290600,안암동,22571.183226636906
2025-02,11290610,보문동,15612.502279166667
2025-02,11290620,정릉1동,12756.707724404763
2025-02,11290630,정릉2동,19051.953920833334
2025-02,11290640,정릉3동,12871.261475446428
2025-02,11290650,정릉4동,18553.982302529763
2025-02,11290660,길음1동,35625.40826636905
2025-02,11290685,길음2동,19259.295714136904
2025-02,11290705,종암동,37215.1821358631
2025-02,11290715,월곡1동,28776.165230059523
2025-02,11290725,월곡2동,22114.025607738095
2025-02,11290760,장위1동,20682.840052380954
2025-02,11290770,장위2동,10432.00938764881
2025-02,11290780,장위3동,8144.849116220239
2025-02,11290810,석관동,26602.21204122024
2025-02,11305534,삼양동,22583.16030074405
2025-02,11305535,미아동,21721.336348511904
2025-02,11305545,송중동,34286.957365327384
2025-02,11305555,송천동,23900.52756845238
2025-02,11305575,삼각산동,19192.81168080357
2025-02,11305645,우이동,16788.45223139881
2025-02,11305660,인수동,26657.606650446432
2025-02,11320511,창1동,20226.990404761902
2025-02,11320512,창2동,32555.287549107143
2025-02,11320513,창3동,10464.371323660715
2025-02,11320514,창4동,28097.744461309525
2025-02,11320515,창5동,17427.810202232144
2025-02,11320521,도봉1동,17083.030494494047
2025-02,11320522,도봉2동,18904.529716964284
2025-02,11320660,쌍문1동,14707.220811904763
2025-02,11320670,쌍문2동,16946.147903720237
2025-02,11320680,쌍문3동,15804.428974255952
2025-02,11320681,쌍문4동,11670.314642857144
2025-02,11320690,방학1동,23946.724558184524
2025-02,11320700,방학2동,10010.726258333332
2025-02,11320710,방학3동,20380.475733184525
2025-02,11350560,월계1동,19334.436871130954
2025-02,11350570,월계2동,17731.67881860119
2025-02,11350580,월계3동,22876.94931592262
2025-02,11350595,공릉1동,38854.07086770834
2025-02,11350600,공릉2동,44452.69783020833
2025-02,11350611,하계1동,23425.751623065476
2025-02,11350612,하계2동,14914.72932514881
2025-02,11350619,중계본동,19721.305482738095
2025-02,11350621,중계1동,25929.065737351193
2025-02,11350624,중계4동,15013.122283779761
2025-02,11350625,중계2?3동,29677.008770386903
2025-02,11350630,상계1동,33434.97238720238
2025-02,11350640,상계2동,28298.621692113094
2025-02,11350665,상계3?4동,20689.298705803572
2025-02,11350670,상계5동,15860.152277678573
2025-02,11350695,상계6?7동,45156.35487470238
2025-02,11350700,상계8동,18079.252608779763
2025-02,11350710,상계9동,16308.289471577382
2025-02,11350720,상계10동,12719.838581547618
2025-02,11380510,녹번동,30911.55964985119
2025-02,11380520,불광1동,27707.738753125
2025-02,11380530,불광2동,19914.811855208332
2025-02,11380551,갈현1동,16946.704181398807
2025-02,11380552,갈현2동,21219.725099255953
2025-02,11380560,구산동,25507.721160565474
2025-02,11380570,대조동,57399.61841889881
2025-02,11380580,응암1동,22735.88125803571
2025-02,11380590,응암2동,16041.463629315476
2025-02,11380600,응암3동,23307.69656532738
2025-02,11380625,역촌동,40014.507957291666
2025-02,11380631,신사1동,22824.04745252976
2025-02,11380632,신사2동,14004.31283690476
2025-02,11380640,증산동,12948.160340625
2025-02,11380650,수색동,16337.221038392856
2025-02,11380690,진관동,55440.569539434524
2025-02,11410520,천연동,14052.71470639881
2025-02,11410555,북아현동,48714.36243482143
2025-02,11410565,충현동,42598.622695386905
2025-02,11410585,신촌동,51095.40260982143
2025-02,11410615,연희동,37373.5900328869
2025-02,11410620,홍제1동,24563.131520982144
2025-02,11410640,홍제3동,14454.020767113094
2025-02,11410655,홍제2동,9312.702443303571
2025-02,11410660,홍은1동,13911.037306101192
2025-02,11410685,홍은2동,21729.336551339286
2025-02,11410690,남가좌1동,9756.071846130953
2025-02,11410700,남가좌2동,20487.272292113095
2025-02,11410710,북가좌1동,12980.024527380952
2025-02,11410720,북가좌2동,28660.136360714285
2025-02,11440555,아현동,28191.710447023812
2025-02,11440565,공덕동,35865.843726785715
2025-02,11440585,도화동,17829.177258035714
2025-02,11440590,용강동,23678.207182589285
2025-02,11440600,대흥동,20120.125432142857
2025-02,11440610,염리동,18303.964075
2025-02,11440630,신수동,16202.43080907738
2025-02,11440655,서강동,25544.73392202381
2025-02,11440660,서교동,74039.41064598213
2025-02,11440680,합정동,19872.967156547616
2025-02,11440690,망원1동,19767.768920535716
2025-02,11440700,망원2동,15747.816594940477
2025-02,11440710,연남동,18068.45920580357
2025-02,11440720,성산1동,19884.224183482143
