month,행정동코드,행정동명,월평균_총생활인구수
2025-03,11710670,잠실2동,34049.96044180108
2025-03,11710680,잠실3동,45801.14889112903
2025-03,11710690,잠실4동,19631.18233091398
2025-03,11710710,잠실6동,39331.13284086021
2025-03,11710720,잠실7동,10086.83903642473
2025-03,11740515,강일동,48900.12649193548
2025-03,11740520,상일동,41927.279965860216
2025-03,11740530,명일1동,26036.52232284946
2025-03,11740540,명일2동,15685.565545967742
2025-03,11740550,고덕1동,24101.169344623657
2025-03,11740560,고덕2동,22667.797755779568
2025-03,11740570,암사1동,28685.807369892475
2025-03,11740580,암사2동,13580.929541263442
2025-03,11740590,암사3동,13316.696993951613
2025-03,11740600,천호1동,32191.88724233871
2025-03,11740610,천호2동,43747.633972715055
2025-03,11740620,천호3동,26721.819133198926
2025-03,11740640,성내1동,22458.603627419354
2025-03,11740650,성내2동,24202.975418548383
2025-03,11740660,성내3동,28191.399939247312
2025-03,11740685,길동,61017.852160887094
2025-03,11740690,둔촌1동,25451.92222016129
2025-03,11740700,둔촌2동,26406.7936858871
2025-04,11110515,청운효자동,17022.642864583333
2025-04,11110530,사직동,26191.763018194448
2025-04,11110540,삼청동,6485.266860972222
2025-04,11110550,부암동,12863.007951944446
2025-04,11110560,평창동,17325.453480555556
2025-04,11110570,무악동,5243.482752777778
2025-04,11110580,교남동,8821.337699861111
2025-04,11110600,가회동,6415.014266388889
2025-04,11110615,종로1?2?3?4가동,65252.62039319445
2025-04,11110630,종로5?6가동,14377.517574722222
2025-04,11110640,이화동,29325.590336666664
2025-04,11110650,혜화동,33019.69449277778
2025-04,11110670,창신1동,8152.067581666667
2025-04,11110680,창신2동,7390.061096805555
2025-04,11110690,창신3동,4730.793873333333
2025-04,11110700,숭인1동,8310.466764444443
2025-04,11110710,숭인2동,12450.330435416667
2025-04,11140520,소공동,29199.814005
2025-04,11140540,회현동,28819.483190694446
2025-04,11140550,명동,39819.15277277778
2025-04,11140570,필동,16606.00031625
2025-04,11140580,장충동,12150.002142638888
2025-04,11140590,광희동,25157.503110138892
2025-04,11140605,을지로동,16368.66406
2025-04,11140615,신당동,21419.954388472222
2025-04,11140625,다산동,15535.074229722222
2025-04,11140635,약수동,12808.054776388888
2025-04,11140645,청구동,9777.414536527778
2025-04,11140650,신당5동,6319.435994722222
2025-04,11140665,동화동,12280.889668055557
2025-04,11140670,황학동,12614.294169305555
2025-04,11140680,중림동,8890.798707361111
2025-04,11170510,후암동,12575.246521527779
2025-04,11170520,용산2가동,12635.337093611111
2025-04,11170530,남영동,16994.972684027776
2025-04,11170555,청파동,23287.8310175
2025-04,11170560,원효로1동,19747.47493611111
2025-04,11170570,원효로2동,14444.03953125
2025-04,11170580,효창동,9927.91945875
2025-04,11170590,용문동,7163.6789011111105
2025-04,11170625,한강로동,48847.976989027775
2025-04,11170630,이촌1동,25042.651232916665
2025-04,11170640,이촌2동,7737.715682638889
2025-04,11170650,이태원1동,11064.580348888889
2025-04,11170660,이태원2동,10366.314877916668
2025-04,11170685,한남동,27424.50467375
2025-04,11170690,서빙고동,14250.442868472222
2025-04,11170700,보광동,7830.040822222222
2025-04,11200520,왕십리2동,14237.493703055556
2025-04,11200535,왕십리도선동,29297.806882638888
2025-04,11200540,마장동,18975.215728472223
2025-04,11200550,사근동,27191.28425888889
2025-04,11200560,행당1동,30466.637088055555
2025-04,11200570,행당2동,18191.029560416668
2025-04,11200580,응봉동,10008.376365277778
2025-04,11200590,금호1가동,12988.581003333333
2025-04,11200615,금호2?3가동,18675.99950638889
2025-04,11200620,금호4가동,11164.138237916666
2025-04,11200645,옥수동,26990.011083611113
2025-04,11200650,성수1가1동,19900.317306944442
2025-04,11200660,성수1가2동,22734.718154444443
2025-04,11200670,성수2가1동,18771.733695972223
2025-04,11200690,성수2가3동,37110.96339819444
2025-04,11200720,송정동,9701.890689166667
2025-04,11200790,용답동,17381.522801666666
2025-04,11215710,화양동,39939.54306222222
2025-04,11215730,군자동,26071.234050416668
2025-04,11215740,중곡1동,14789.856831944444
2025-04,11215750,중곡2동,17228.059163194444
2025-04,11215760,중곡3동,14359.121773055555
2025-04,11215770,중곡4동,23883.6823525
2025-04,11215780,능동,16730.574160277778
2025-04,11215810,광장동,35978.78746027778
2025-04,11215820,자양1동,25438.352939166667
2025-04,11215830,자양2동,21050.209495694442
2025-04,11215840,자양3동,26089.774214027777
2025-04,11215847,자양4동,27186.949951666666
2025-04,11215850,구의1동,21560.026023194445
2025-04,11215860,구의2동,18697.191906944445
2025-04,11215870,구의3동,27147.955833472224
2025-04,11230536,용신동,41246.76883569445
2025-04,11230545,제기동,31930.713683055554
2025-04,11230560,전농1동,35029.39554708334
2025-04,11230570,전농2동,15634.018538194445
2025-04,11230600,답십리1동,23447.758679722225
2025-04,11230610,답십리2동,19704.204899444445
2025-04,11230650,장안1동,34235.929216805554
2025-04,11230660,장안2동,28260.06935166667
2025-04,11230705,청량리동,19871.954405555556
2025-04,11230710,회기동,21032.039692222224
2025-04,11230720,휘경1동,16193.404030694444
2025-04,11230730,휘경2동,18389.707211111112
2025-04,11230740,이문1동,29869.044958333336
2025-04,11230750,이문2동,11934.965504861111
2025-04,11260520,면목2동,18180.798315694443
2025-04,11260540,면목4동,14977.526075277778
2025-04,11260550,면목5동,11210.46844236111
2025-04,11260565,면목본동,26342.213386805557
2025-04,11260570,면목7동,15530.001019166666
2025-04,11260575,면목3?8동,19305.238476666666
2025-04,11260580,상봉1동,15872.534857083334
2025-04,11260590,상봉2동,24294.03813277778
2025-04,11260600,중화1동,15964.59085888889
2025-04,11260610,중화2동,23553.036298472223
2025-04,11260620,묵1동,24960.78191069444
2025-04,11260630,묵2동,17059.469507083333
2025-04,11260655,망우본동,41040.82055055555
2025-04,11260660,망우3동,10211.907829861111
2025-04,11260680,신내1동,33025.659375972224
2025-04,11260690,신내2동,14677.092644722221
2025-04,11290525,성북동,20891.077429583333
2025-04,11290555,삼선동,26374.398100972223
2025-04,11290575,동선동,24747.93786902778
2025-04,11290580,돈암1동,10357.90439986111
2025-04,11290590,돈암2동,13449.205752638887
2025-04,11290600,안암동,29808.009256111112
2025-04,11290610,보문동,15697.321910694443
2025-04,11290620,정릉1동,12502.629348472221
2025-04,11290630,정릉2동,17818.962506666667
2025-04,11290640,정릉3동,17690.91417736111
2025-04,11290650,정릉4동,17961.751012083336
2025-04,11290660,길음1동,35608.90079513889
2025-04,11290685,길음2동,18366.004477916667
2025-04,11290705,종암동,38640.25983083333
2025-04,11290715,월곡1동,29987.62845388889
2025-04,11290725,월곡2동,22601.2940175
2025-04,11290760,장위1동,19849.924321944443
2025-04,11290770,장위2동,11933.295890972222
2025-04,11290780,장위3동,9287.090025555555
2025-04,11290810,석관동,26499.83694944444
2025-04,11305534,삼양동,22038.466324444445
2025-04,11305535,미아동,21981.280139583334
2025-04,11305545,송중동,33409.21129986111
2025-04,11305555,송천동,23145.32671
2025-04,11305575,삼각산동,18794.696034722223
2025-04,11305645,우이동,17113.47250125
2025-04,11305660,인수동,26032.30767236111
2025-04,11320511,창1동,20159.094194166668
2025-04,11320512,창2동,31687.036211944443
2025-04,11320513,창3동,10224.913885416667
2025-04,11320514,창4동,27563.850900416666
2025-04,11320515,창5동,16849.66535
2025-04,11320521,도봉1동,16670.366105
2025-04,11320522,도봉2동,18327.963448055558
2025-04,11320660,쌍문1동,15765.346559861111
2025-04,11320670,쌍문2동,16812.565784027778
2025-04,11320680,쌍문3동,15829.350257361111
2025-04,11320681,쌍문4동,11352.198865833334
2025-04,11320690,방학1동,23465.537626388887
2025-04,11320700,방학2동,9649.730184861111
2025-04,11320710,방학3동,19831.157611944443
2025-04,11350560,월계1동,21059.45227263889
2025-04,11350570,월계2동,18566.530228333333
2025-04,11350580,월계3동,22224.012751944443
2025-04,11350595,공릉1동,38407.96003888889
2025-04,11350600,공릉2동,50260.94480916666
2025-04,11350611,하계1동,25631.910520138885
2025-04,11350612,하계2동,14150.442453333335
2025-04,11350619,중계본동,18843.56931875
2025-04,11350621,중계1동,25358.65798861111
2025-04,11350624,중계4동,15130.99478736111
2025-04,11350625,중계2?3동,29088.23688736111
2025-04,11350630,상계1동,32580.510959583335
2025-04,11350640,상계2동,26932.649205694444
2025-04,11350665,상계3?4동,19913.39933888889
2025-04,11350670,상계5동,14983.999728194445
2025-04,11350695,상계6?7동,44937.601120555555
2025-04,11350700,상계8동,17298.792558194444
2025-04,11350710,상계9동,16076.819019305556
2025-04,11350720,상계10동,12034.947997638888
2025-04,11380510,녹번동,30152.65504833333
2025-04,11380520,불광1동,26311.257116805555
2025-04,11380530,불광2동,19226.37319222222
2025-04,11380551,갈현1동,16747.52327986111
2025-04,11380552,갈현2동,21232.991960416668
2025-04,11380560,구산동,25135.699855694445
2025-04,11380570,대조동,56979.183805277775
2025-04,11380580,응암1동,22227.42975263889
2025-04,11380590,응암2동,15509.459549722224
2025-04,11380600,응암3동,23246.84963486111
2025-04,11380625,역촌동,38820.61772638889
2025-04,11380631,신사1동,21800.80365611111
2025-04,11380632,신사2동,14089.108854166667
2025-04,11380640,증산동,13066.548568472223
2025-04,11380650,수색동,14795.2253625
2025-04,11380690,진관동,55050.56913888889
2025-04,11410520,천연동,14400.114754861112
2025-04,11410555,북아현동,47875.254793472224
2025-04,11410565,충현동,43428.331419305556
2025-04,11410585,신촌동,62119.17136625
2025-04,11410615,연희동,38271.60596861111
2025-04,11410620,홍제1동,22725.593157083335
2025-04,11410640,홍제3동,15465.881509722223
2025-04,11410655,홍제2동,9432.108500972223
2025-04,11410660,홍은1동,13326.66441388889
2025-04,11410685,홍은2동,22645.485360277777
2025-04,11410690,남가좌1동,8914.454034305556
2025-04,11410700,남가좌2동,22749.51238333333
2025-04,11410710,북가좌1동,12986.078676666666
2025-04,11410720,북가좌2동,27473.645988194443
2025-04,11440555,아현동,29082.2571075
2025-04,11440565,공덕동,35494.73349208334
2025-04,11440585,도화동,17014.92492861111
2025-04,11440590,용강동,23877.528771805555
2025-04,11440600,대흥동,23403.15230638889
2025-04,11440610,염리동,18624.67631055556
2025-04,11440630,신수동,16056.37600138889
2025-04,11440655,서강동,28184.49060513889
2025-04,11440660,서교동,69992.50977069445
2025-04,11440680,합정동,19903.86269111111
2025-04,11440690,망원1동,19373.81910236111
2025-04,11440700,망원2동,14979.35093111111
2025-04,11440710,연남동,17305.78483236111
2025-04,11440720,성산1동,20025.162304722224
2025-04,11440730,성산2동,33555.94572055556
2025-04,11440740,상암동,48382.27323208333
2025-04,11470510,목1동,39139.85792416667
2025-04,11470520,목2동,21173.371004027777
2025-04,11470530,목3동,17923.96548833333
2025-04,11470540,목4동,16705.48618513889
2025-04,11470550,목5동,41510.73053013889
2025-04,11470560,신월1동,13684.135954027779
2025-04,11470570,신월2동,10965.842149722223
2025-04,11470580,신월3동,12593.566938055556
2025-04,11470590,신월4동,11629.877122916667
2025-04,11470600,신월5동,11026.321483055555
2025-04,11470610,신월6동,3940.9584195833336
2025-04,11470611,신월7동,14080.086475972223
2025-04,11470620,신정1동,14695.693923888888
2025-04,11470630,신정2동,14331.26681486111
2025-04,11470640,신정3동,39479.65296583333
2025-04,11470650,신정4동,34093.24297791666
2025-04,11470670,신정6동,18659.256101666666
2025-04,11470680,신정7동,20877.443977361112
2025-04,11500510,염창동,29568.622563472225
2025-04,11500520,등촌1동,21235.413447777777
2025-04,11500530,등촌2동,14109.55825986111
2025-04,11500535,등촌3동,38360.87016486111
2025-04,11500540,화곡1동,47385.13225375
2025-04,11500550,화곡2동,10720.562918888889
2025-04,11500560,화곡3동,18041.594872777776
2025-04,11500570,화곡4동,17240.051354305553
2025-04,11500590,화곡본동,25533.749830694444
2025-04,11500591,화곡6동,20895.436352916666
2025-04,11500593,화곡8동,39033.81089347222
2025-04,11500603,가양1동,44603.142811527774
2025-04,11500604,가양2동,15817.268692777776
2025-04,11500605,가양3동,11567.332251944445
2025-04,11500611,발산1동,34337.19620416667
2025-04,11500615,우장산동,32758.0289075
2025-04,11500620,공항동,35259.754445416664
2025-04,11500630,방화1동,32313.63285222222
2025-04,11500640,방화2동,26470.11037361111
2025-04,11500641,방화3동,13618.605593888888
2025-04,11530510,신도림동,33585.981806805554
2025-04,11530520,구로1동,15548.852190833335
2025-04,11530530,구로2동,34358.931676249995
2025-04,11530540,구로3동,40571.20772777778
2025-04,11530550,구로4동,17351.38672875
2025-04,11530560,구로5동,32740.952104722222
2025-04,11530595,가리봉동,10467.527618333334
2025-04,11530720,고척1동,25110.88025847222
2025-04,11530730,고척2동,14834.789997638889
2025-04,11530740,개봉1동,28202.234628888888
2025-04,11530750,개봉2동,21777.043756944444
2025-04,11530760,개봉3동,18114.231743055556
2025-04,11530770,오류1동,18221.986410277776
2025-04,11530780,오류2동,49290.14756597223
2025-04,11530790,수궁동,21432.311642638888
2025-04,11545510,가산동,65523.038735
2025-04,11545610,독산1동,40444.69610291666
2025-04,11545620,독산2동,12443.073252083334
2025-04,11545630,독산3동,15269.575466527776
2025-04,11545640,독산4동,11336.976363055555
2025-04,11545670,시흥1동,25711.314271944444
2025-04,11545680,시흥2동,14455.573201944444
2025-04,11545690,시흥3동,9009.011646805557
2025-04,11545700,시흥4동,9869.198577777777
2025-04,11545710,시흥5동,10602.825681805554
2025-04,11560515,영등포본동,19418.30272611111
2025-04,11560535,영등포동,47231.56339763889
2025-04,11560540,여의동,104625.63323944445
2025-04,11560550,당산1동,25172.062110555555
2025-04,11560560,당산2동,40799.738086944446
2025-04,11560585,도림동,14585.58731111111
2025-04,11560605,문래동,39042.91415069444
2025-04,11560610,양평1동,19300.31985583333
2025-04,11560620,양평2동,26753.77003902778
2025-04,11560630,신길1동,18003.027267222224
2025-04,11560650,신길3동,12905.366470972222
2025-04,11560660,신길4동,6285.8018037500005
2025-04,11560670,신길5동,10183.770849861112
2025-04,11560680,신길6동,20791.823668055553
2025-04,11560690,신길7동,16963.033180833332
2025-04,11560700,대림1동,15190.80143625
2025-04,11560710,대림2동,16516.981845972223
2025-04,11560720,대림3동,22501.121542916666
2025-04,11590510,노량진1동,34138.96619625
2025-04,11590520,노량진2동,15992.019543333334
2025-04,11590530,상도1동,46685.27750625
2025-04,11590540,상도2동,19119.037048472223
2025-04,11590550,상도3동,16365.23533625
2025-04,11590560,상도4동,19397.734387222223
2025-04,11590605,흑석동,34935.161230833335
2025-04,11590620,사당1동,23408.870265277776
2025-04,11590630,사당2동,32210.210848333336
2025-04,11590640,사당3동,18087.000867500003
2025-04,11590650,사당4동,12718.571557222222
2025-04,11590651,사당5동,11510.523063055556
2025-04,11590660,대방동,41950.16752888889
2025-04,11590670,신대방1동,19416.23193361111
2025-04,11590680,신대방2동,23696.010304861113
2025-04,11620525,보라매동,16121.8898925
2025-04,11620545,청림동,10891.70394986111
2025-04,11620565,성현동,19663.869619999998
2025-04,11620575,행운동,22854.20305097222
2025-04,11620585,낙성대동,24881.75871513889
2025-04,11620595,청룡동,39549.996085555555
2025-04,11620605,은천동,26540.070243472223
2025-04,11620615,중앙동,13936.254580833334
2025-04,11620625,인헌동,22894.961528055555
2025-04,11620630,남현동,21938.543058333333
2025-04,11620645,서원동,20456.365319861114
2025-04,11620655,신원동,14778.29685
2025-04,11620665,서림동,16650.528163333332
2025-04,11620685,신사동,20027.30688111111
2025-04,11620695,신림동,27040.214572916666
2025-04,11620715,난향동,9579.513699444444
2025-04,11620725,조원동,30576.023481388886
2025-04,11620735,대학동,36805.93821833334
2025-04,11620745,삼성동,18173.260459999998
2025-04,11620765,미성동,20092.46658958333
2025-04,11620775,난곡동,16561.324334305555
2025-04,11650510,서초1동,31767.65378722222
2025-04,11650520,서초2동,46472.28657125
2025-04,11650530,서초3동,66609.31145152777
2025-04,11650531,서초4동,39551.343353055556
2025-04,11650540,잠원동,29974.338752222222
2025-04,11650550,반포본동,5977.645204722222
2025-04,11650560,반포1동,33078.15494541667
2025-04,11650570,반포2동,24794.801709861113
2025-04,11650580,반포3동,25462.61191777778
2025-04,11650581,반포4동,45161.107949861114
2025-04,11650590,방배본동,17763.541868055556
2025-04,11650600,방배1동,20294.98537736111
2025-04,11650610,방배2동,17720.165884027778
2025-04,11650620,방배3동,22386.39019513889
2025-04,11650621,방배4동,25889.280918750002
2025-04,11650651,양재1동,55107.971953333334
2025-04,11650652,양재2동,38946.713185555556
2025-04,11650660,내곡동,25173.691072083333
2025-04,11680510,신사동,34878.04031263889
2025-04,11680521,논현1동,40840.038661805556
2025-04,11680531,논현2동,48150.753532361116
2025-04,11680545,압구정동,40527.23572152778
2025-04,11680565,청담동,39431.32418708334
2025-04,11680580,삼성1동,41538.09146777778
2025-04,11680590,삼성2동,39598.863328611114
2025-04,11680600,대치1동,26126.929010833333
2025-04,11680610,대치2동,52665.634947638886
2025-04,11680630,대치4동,40289.9238775
2025-04,11680640,역삼1동,102528.91320166667
2025-04,11680650,역삼2동,54194.412695555555
2025-04,11680655,도곡1동,43417.54805527778
2025-04,11680656,도곡2동,28356.409138194445
2025-04,11680660,개포1동,24419.645407222222
2025-04,11680670,개포2동,32593.81303652778
2025-04,11680690,개포4동,15777.677034166667
2025-04,11680700,세곡동,46349.38430430555
2025-04,11680720,일원본동,23127.68593902778
2025-04,11680730,일원1동,13791.711306805555
2025-04,11680740,일원2동,18777.743476249998
2025-04,11680750,수서동,24264.003161944445
2025-04,11710510,풍납1동,14135.228307777777
2025-04,11710520,풍납2동,30686.678175555557
2025-04,11710531,거여1동,11414.871427222222
2025-04,11710532,거여2동,17306.77005291667
2025-04,11710540,마천1동,9938.280239444444
2025-04,11710550,마천2동,12914.181605833333
2025-04,11710561,방이1동,17696.404314305557
2025-04,11710562,방이2동,36102.61720722222
2025-04,11710566,오륜동,20472.002728055555
2025-04,11710570,오금동,36077.66660597223
2025-04,11710580,송파1동,26412.135205833336
2025-04,11710590,송파2동,16794.61553236111
2025-04,11710600,석촌동,27143.04277652778
2025-04,11710610,삼전동,27201.427854444442
2025-04,11710620,가락본동,40983.228873472224
2025-04,11710631,가락1동,31619.577051805554
2025-04,11710632,가락2동,24148.263229583332
2025-04,11710641,문정1동,22432.941710694446
2025-04,11710642,문정2동,40391.00099291667
2025-04,11710646,장지동,29886.95343986111
2025-04,11710647,위례동,45228.857254305556
2025-04,11710650,잠실본동,34011.238577638884
2025-04,11710670,잠실2동,35548.78782041667
2025-04,11710680,잠실3동,46584.911263055554
2025-04,11710690,잠실4동,19939.60682875
2025-04,11710710,잠실6동,40427.55940777778
2025-04,11710720,잠실7동,10139.573323472221
2025-04,11740515,강일동,48512.60797847222
2025-04,11740520,상일동,41573.243980416664
2025-04,11740530,명일1동,25105.614285
2025-04,11740540,명일2동,15937.399073194443
2025-04,11740550,고덕1동,24409.59053125
2025-04,11740560,고덕2동,23171.973300694444
2025-04,11740570,암사1동,28334.60442763889
2025-04,11740580,암사2동,13669.934970694445
2025-04,11740590,암사3동,13185.69519013889
2025-04,11740600,천호1동,31745.79890638889
2025-04,11740610,천호2동,42908.66062638889
2025-04,11740620,천호3동,27126.481827083335
2025-04,11740640,성내1동,22284.495787222222
2025-04,11740650,성내2동,23430.187055694445
2025-04,11740660,성내3동,27544.842009722222
2025-04,11740685,길동,60477.874086250005
2025-04,11740690,둔촌1동,26460.355115972223
2025-04,11740700,둔촌2동,25685.911660972222
2025-05,11110515,청운효자동,17263.03687002688
2025-05,11110530,사직동,25587.13915282258
2025-05,11110540,삼청동,6957.247195967742
2025-05,11110550,부암동,12431.494641801075
2025-05,11110560,평창동,17821.692688709678
2025-05,11110570,무악동,5562.824000806451
2025-05,11110580,교남동,8185.054221774193
2025-05,11110600,가회동,6052.599290860215
2025-05,11110615,종로1?2?3?4가동,63331.3838483871
2025-05,11110630,종로5?6가동,13977.299972580646
2025-05,11110640,이화동,29085.525359274194
2025-05,11110650,혜화동,32819.1245625
2025-05,11110670,창신1동,7945.25769704301
2025-05,11110680,창신2동,7645.420888172043
2025-05,11110690,창신3동,4846.227132795699
2025-05,11110700,숭인1동,8239.118734274194
2025-05,11110710,숭인2동,12251.189708198925
2025-05,11140520,소공동,27239.885779704302
2025-05,11140540,회현동,27068.0092641129
2025-05,11140550,명동,37496.685655241934
2025-05,11140570,필동,15896.14224610215
2025-05,11140580,장충동,11989.103072446238
2025-05,11140590,광희동,24842.075678091394
2025-05,11140605,을지로동,16121.722408198924
2025-05,11140615,신당동,20901.640729435483
2025-05,11140625,다산동,15656.021533870968
2025-05,11140635,약수동,12663.779454435486
2025-05,11140645,청구동,9494.299772177419
2025-05,11140650,신당5동,6527.990352016129
2025-05,11140665,동화동,12001.72651639785
2025-05,11140670,황학동,12457.896896505375
2025-05,11140680,중림동,8669.120534946236
2025-05,11170510,후암동,12379.224681451613
2025-05,11170520,용산2가동,12718.5626875
2025-05,11170530,남영동,16786.432063844084
2025-05,11170555,청파동,22632.41316532258
2025-05,11170560,원효로1동,19407.10680483871
2025-05,11170570,원효로2동,14385.601938709677
2025-05,11170580,효창동,9601.065753360215
2025-05,11170590,용문동,7450.000719892473
2025-05,11170625,한강로동,50058.55403803763
2025-05,11170630,이촌1동,24820.93753723118
2025-05,11170640,이촌2동,7679.266794220431
2025-05,11170650,이태원1동,11788.003294892475
2025-05,11170660,이태원2동,10513.092870026881
2025-05,11170685,한남동,27053.046079569893
2025-05,11170690,서빙고동,14437.588488978494
2025-05,11170700,보광동,7666.346020833334
2025-05,11200520,왕십리2동,14222.783989381722
2025-05,11200535,왕십리도선동,28324.349972715056
2025-05,11200540,마장동,18841.976213978494
2025-05,11200550,사근동,25928.731939784946
2025-05,11200560,행당1동,28865.58647889785
2025-05,11200570,행당2동,17903.986218817205
2025-05,11200580,응봉동,10397.282885887096
2025-05,11200590,금호1가동,12747.970136827957
2025-05,11200615,금호2?3가동,18570.30112997312
2025-05,11200620,금호4가동,11020.590971505375
2025-05,11200645,옥수동,26829.21793709677
2025-05,11200650,성수1가1동,18189.17169623656
2025-05,11200660,성수1가2동,21770.380089112903
2025-05,11200670,성수2가1동,19237.118221236557
2025-05,11200690,성수2가3동,36301.59063266129
2025-05,11200720,송정동,9723.930360887098
2025-05,11200790,용답동,17010.552255510753
2025-05,11215710,화양동,39741.53332123656
2025-05,11215730,군자동,24604.74576922043
2025-05,11215740,중곡1동,14862.59649314516
2025-05,11215750,중곡2동,16954.818986827955
2025-05,11215760,중곡3동,14148.660186827956
2025-05,11215770,중곡4동,24024.28426545699
2025-05,11215780,능동,16750.623053494623
2025-05,11215810,광장동,34749.95433736559
2025-05,11215820,자양1동,24222.354957123658
2025-05,11215830,자양2동,22269.511487231182
2025-05,11215840,자양3동,25243.895202284944
2025-05,11215847,자양4동,27470.434068010756
2025-05,11215850,구의1동,21613.049366532257
2025-05,11215860,구의2동,18569.931200672043
2025-05,11215870,구의3동,26689.773521774194
2025-05,11230536,용신동,40685.27227405914
2025-05,11230545,제기동,31399.987924327957
2025-05,11230560,전농1동,34837.283859811825
2025-05,11230570,전농2동,14647.173846370968
2025-05,11230600,답십리1동,23676.913597446237
2025-05,11230610,답십리2동,19845.413053091397
2025-05,11230650,장안1동,34120.38575954301
2025-05,11230660,장안2동,28233.012591666666
2025-05,11230705,청량리동,20040.47485685484
2025-05,11230710,회기동,19904.07488561828
2025-05,11230720,휘경1동,15774.355203225805
2025-05,11230730,휘경2동,17724.78361935484
2025-05,11230740,이문1동,29393.517436021502
2025-05,11230750,이문2동,12058.463719892474
2025-05,11260520,면목2동,18270.39631599462
2025-05,11260540,면목4동,14819.746064919354
2025-05,11260550,면목5동,11402.202479704301
2025-05,11260565,면목본동,26390.67159986559
2025-05,11260570,면목7동,15387.959703763441
2025-05,11260575,면목3?8동,19214.871098118278
2025-05,11260580,상봉1동,15998.287808467741
2025-05,11260590,상봉2동,24305.756032392474
2025-05,11260600,중화1동,15683.60237889785
2025-05,11260610,중화2동,23918.965825134408
2025-05,11260620,묵1동,24712.71076370968
2025-05,11260630,묵2동,18088.768272446236
2025-05,11260655,망우본동,40544.51722795699
2025-05,11260660,망우3동,10428.64148938172
2025-05,11260680,신내1동,33045.3564422043
2025-05,11260690,신내2동,14549.824752553764
2025-05,11290525,성북동,20781.85563521505
2025-05,11290555,삼선동,25822.501618010752
2025-05,11290575,동선동,24195.30374717742
2025-05,11290580,돈암1동,10098.067579032258
2025-05,11290590,돈암2동,13559.36180013441
2025-05,11290600,안암동,29078.393661559137
2025-05,11290610,보문동,15329.688047580647
2025-05,11290620,정릉1동,12438.350173790323
2025-05,11290630,정릉2동,17926.478437096775
2025-05,11290640,정릉3동,16950.422838978495
2025-05,11290650,정릉4동,17942.318781182796
2025-05,11290660,길음1동,35003.66367069893
2025-05,11290685,길음2동,18592.289418682798
2025-05,11290705,종암동,37984.14641666667
2025-05,11290715,월곡1동,28916.738661155916
2025-05,11290725,월곡2동,22081.270299731183
2025-05,11290760,장위1동,19529.933802284948
2025-05,11290770,장위2동,13301.696249327957
2025-05,11290780,장위3동,9750.100118548387
2025-05,11290810,석관동,26489.956769758064
2025-05,11305534,삼양동,22111.217425672043
2025-05,11305535,미아동,21786.410751344087
2025-05,11305545,송중동,33070.88781465054
2025-05,11305555,송천동,22545.20220564516
2025-05,11305575,삼각산동,18715.0150952957
2025-05,11305645,우이동,17196.59229905914
2025-05,11305660,인수동,25918.905895161293
2025-05,11320511,창1동,20049.2286405914
2025-05,11320512,창2동,30590.669146639786
2025-05,11320513,창3동,10261.67214435484
2025-05,11320514,창4동,27568.4912827957
2025-05,11320515,창5동,16841.704053494625
2025-05,11320521,도봉1동,17170.12748534946
2025-05,11320522,도봉2동,18496.166439381723
2025-05,11320660,쌍문1동,15443.154222983872
2025-05,11320670,쌍문2동,16752.89221061828
2025-05,11320680,쌍문3동,15777.16247311828
2025-05,11320681,쌍문4동,11247.343197043012
2025-05,11320690,방학1동,23412.86658158602
2025-05,11320700,방학2동,9779.722123387097
2025-05,11320710,방학3동,20060.81471532258
2025-05,11350560,월계1동,20787.47139919355
2025-05,11350570,월계2동,18431.832716129033
2025-05,11350580,월계3동,22290.962519892473
2025-05,11350595,공릉1동,38477.798699327956
2025-05,11350600,공릉2동,48428.80541532258
2025-05,11350611,하계1동,25076.838649731184
2025-05,11350612,하계2동,13941.387421236559
2025-05,11350619,중계본동,18613.771595026883
2025-05,11350621,중계1동,24721.530436827958
2025-05,11350624,중계4동,14644.690606048389
2025-05,11350625,중계2?3동,28685.716692473117
2025-05,11350630,상계1동,32650.930613575267
2025-05,11350640,상계2동,27247.687166935484
2025-05,11350665,상계3?4동,20094.412993010752
2025-05,11350670,상계5동,14800.06844811828
2025-05,11350695,상계6?7동,44031.064885215055
2025-05,11350700,상계8동,17238.26793481183
2025-05,11350710,상계9동,16270.103396639786
2025-05,11350720,상계10동,12033.407343951612
2025-05,11380510,녹번동,30487.46671774194
2025-05,11380520,불광1동,26103.587485483873
2025-05,11380530,불광2동,19604.94207432796
2025-05,11380551,갈현1동,16553.72046612903
2025-05,11380552,갈현2동,20990.83282795699
2025-05,11380560,구산동,25071.976638037635
2025-05,11380570,대조동,54679.89429758064
2025-05,11380580,응암1동,22131.333503225807
2025-05,11380590,응암2동,15183.606866935483
2025-05,11380600,응암3동,23288.57037486559
2025-05,11380625,역촌동,38771.37077311828
2025-05,11380631,신사1동,21926.759310349462
2025-05,11380632,신사2동,14075.613324596774
2025-05,11380640,증산동,12953.750351075269
2025-05,11380650,수색동,14808.765677688172
2025-05,11380690,진관동,54531.18057607527
2025-05,11410520,천연동,14104.556081317205
2025-05,11410555,북아현동,45889.13181666666
2025-05,11410565,충현동,41664.96137741936
2025-05,11410585,신촌동,60345.15317916667
2025-05,11410615,연희동,38371.47539744624
2025-05,11410620,홍제1동,22608.38481948925
2025-05,11410640,홍제3동,15375.077478225807
